Scheme1,Date,Close,Adj Close,Current value Tata,Scheme 2,Close,Adj Close,Current Value Mahindra
Tata Motors,29/07/11,187.607712,182.186874,,M&M,359.125,334.344604,
Tata Motors,01/08/11,190.259277,184.761795,,M&M,365.274994,340.07019,
Tata Motors,02/08/11,189.250107,183.781799,,M&M,362.125,337.137573,
Tata Motors,03/08/11,183.660065,178.353271,,M&M,355.450012,330.923187,
Tata Motors,04/08/11,180.850204,175.624603,,M&M,339.625,316.190125,
Tata Motors,05/08/11,176.031876,170.945496,,M&M,327.5,304.901794,
Tata Motors,08/08/11,163.783264,159.050797,,M&M,333,310.022278,
Tata Motors,09/08/11,157.12468,152.584625,,M&M,347.299988,323.335571,
Tata Motors,10/08/11,167.048233,162.221436,,M&M,364.774994,339.604706,
Tata Motors,11/08/11,167.998047,163.143799,,M&M,363.524994,338.44101,
Tata Motors,12/08/11,158.302048,153.727966,,M&M,370.149994,344.608856,
Tata Motors,16/08/11,158.608765,154.025818,,M&M,366.149994,340.884857,
Tata Motors,17/08/11,154.116943,149.663788,,M&M,360.024994,335.182465,
Tata Motors,18/08/11,148.813828,144.513901,,M&M,358.575012,333.832611,
Tata Motors,19/08/11,140.958084,136.885147,,M&M,359.549988,334.740265,
Tata Motors,22/08/11,145.83577,141.621887,,M&M,357.174988,332.529175,
Tata Motors,23/08/11,143.975723,139.815598,,M&M,354.024994,329.596466,
Tata Motors,24/08/11,138.662704,134.656097,,M&M,348.674988,324.615692,
Tata Motors,25/08/11,141.334045,137.250259,,M&M,348.149994,324.126923,
Tata Motors,26/08/11,138.217484,134.22374,,M&M,352.325012,328.013794,
Tata Motors,29/08/11,144.579239,140.401672,,M&M,365.225006,340.023682,
Tata Motors,30/08/11,146.884521,142.64035,,M&M,368.774994,343.328705,
Tata Motors,02/09/11,149.348099,145.03273,,M&M,383.049988,356.618683,
Tata Motors,05/09/11,149.041382,144.734894,,M&M,384.5,357.968658,
Tata Motors,06/09/11,151.534637,147.156082,,M&M,397.225006,369.815643,
Tata Motors,07/09/11,152.187637,147.790237,,M&M,393.274994,366.138184,
Tata Motors,08/09/11,156.451889,151.931274,,M&M,395.350006,368.070007,
Tata Motors,09/09/11,151.356552,146.98317,,M&M,395.649994,368.349304,
Tata Motors,12/09/11,144.796906,140.613068,,M&M,391.225006,364.229614,
Tata Motors,13/09/11,138.118546,134.12767,,M&M,390.700012,363.740936,
Tata Motors,14/09/11,140.987762,136.913986,,M&M,396.350006,369.001007,
Tata Motors,15/09/11,149.595444,145.272949,,M&M,401.649994,373.935303,
Tata Motors,16/09/11,160.132416,155.505463,,M&M,398.924988,371.398315,
Tata Motors,19/09/11,159.984009,155.361328,,M&M,399.924988,372.329254,
Tata Motors,20/09/11,164.436249,159.684937,,M&M,407.024994,378.939392,
Tata Motors,21/09/11,163.100586,158.387848,,M&M,407.100006,379.009186,
Tata Motors,22/09/11,153.00882,148.587692,,M&M,391.375,364.369293,
Tata Motors,23/09/11,145.291595,141.093445,,M&M,388.149994,361.366791,
Tata Motors,26/09/11,145.192657,140.99736,,M&M,386.399994,359.737549,
Tata Motors,27/09/11,154.097153,149.644577,,M&M,398.450012,370.956116,
Tata Motors,28/09/11,154.393967,149.932816,,M&M,394.75,367.511414,
Tata Motors,29/09/11,159.192505,154.592697,,M&M,406.299988,378.264374,
Tata Motors,30/09/11,154.393967,149.932816,,M&M,401.274994,373.586151,
Tata Motors,03/10/11,151.969971,147.578857,,M&M,404.674988,376.751556,
Tata Motors,04/10/11,145.143188,140.949341,,M&M,388.950012,362.111572,
Tata Motors,05/10/11,145.83577,141.621887,,M&M,392.225006,365.160645,
Tata Motors,07/10/11,157.461075,152.911301,,M&M,397.975006,370.513855,
Tata Motors,10/10/11,168.937973,164.056564,,M&M,403.049988,375.238647,
Tata Motors,11/10/11,174.874298,169.821381,,M&M,399.25,371.700897,
Tata Motors,12/10/11,178.831848,173.664566,,M&M,404.024994,376.146423,
Tata Motors,13/10/11,173.983856,168.956665,,M&M,399.450012,371.887085,
Tata Motors,14/10/11,178.139282,172.992035,,M&M,402.799988,375.005859,
Tata Motors,17/10/11,186.103851,180.726456,,M&M,405.274994,377.310181,
Tata Motors,18/10/11,179.326538,174.144974,,M&M,402.825012,375.029205,
Tata Motors,19/10/11,184.966049,179.621536,,M&M,405.200012,377.240326,
Tata Motors,20/10/11,181.156906,175.922455,,M&M,400.100006,372.492249,
Tata Motors,21/10/11,176.259445,171.166489,,M&M,400.549988,372.911194,
Tata Motors,24/10/11,184.174545,178.85289,,M&M,404.399994,376.495514,
Tata Motors,25/10/11,189.764587,184.281418,,M&M,426.600006,397.163727,
Tata Motors,28/10/11,204.605408,198.69342,,M&M,434.25,404.285828,
Tata Motors,31/10/11,196.344009,190.670715,,M&M,431.600006,401.818695,
Tata Motors,01/11/11,191.397079,185.866745,,M&M,417.024994,388.24939,
Tata Motors,02/11/11,190.061401,184.569641,,M&M,419.350006,390.41391,
Tata Motors,03/11/11,186.697479,181.302933,,M&M,419.149994,390.227722,
Tata Motors,04/11/11,186.103851,180.726456,,M&M,417.524994,388.714874,
Tata Motors,08/11/11,187.686874,182.263733,,M&M,416.825012,388.063171,
Tata Motors,09/11/11,182.789398,177.507767,,M&M,406.5,378.450623,
Tata Motors,11/11/11,179.524414,174.337128,,M&M,419.200012,390.274292,
Tata Motors,14/11/11,175.913162,170.830215,,M&M,395.200012,367.930389,
Tata Motors,15/11/11,179.326538,174.144974,,M&M,379.5,353.31366,
Tata Motors,16/11/11,180.365402,175.153809,,M&M,386.674988,359.993561,
Tata Motors,17/11/11,173.291275,168.284088,,M&M,379.274994,353.104218,
Tata Motors,18/11/11,168.492752,163.624222,,M&M,368.899994,343.445099,
Tata Motors,21/11/11,159.835602,155.217224,,M&M,358.850006,334.088593,
Tata Motors,22/11/11,170.619934,165.689941,,M&M,354.799988,330.318024,
Tata Motors,23/11/11,166.563446,161.750656,,M&M,347.774994,323.777832,
Tata Motors,24/11/11,171.213562,166.266418,,M&M,356.700012,332.086914,
Tata Motors,25/11/11,170.026291,165.113434,,M&M,353.149994,328.78186,
Tata Motors,28/11/11,179.920181,174.721451,,M&M,356.825012,332.203339,
Tata Motors,29/11/11,175.566864,170.493912,,M&M,362.524994,337.509979,
Tata Motors,30/11/11,170.966217,166.02623,,M&M,361.924988,336.951416,
Tata Motors,01/12/11,181.057968,175.82637,,M&M,364.899994,339.7211,
Tata Motors,02/12/11,189.863525,184.377502,,M&M,374.024994,348.216461,
Tata Motors,05/12/11,189.566711,184.089264,,M&M,375.024994,349.147491,
Tata Motors,07/12/11,189.368835,183.89711,,M&M,378.725006,352.592163,
Tata Motors,08/12/11,186.549072,181.158798,,M&M,365.075012,339.884003,
Tata Motors,09/12/11,181.057968,175.82637,,M&M,351.875,327.594849,
Tata Motors,12/12/11,175.467926,170.397842,,M&M,342.024994,318.424561,
Tata Motors,13/12/11,177.00148,171.887085,,M&M,350.149994,325.988892,
Tata Motors,14/12/11,175.220581,170.157639,,M&M,337.774994,314.467804,
Tata Motors,15/12/11,170.81781,165.882095,,M&M,332.774994,309.812775,
Tata Motors,16/12/11,170.570465,165.641907,,M&M,329.649994,306.903381,
Tata Motors,19/12/11,177.891937,172.751816,,M&M,326.225006,303.714752,
Tata Motors,20/12/11,173.04393,168.0439,,M&M,325.475006,303.01651,
Tata Motors,21/12/11,175.121643,170.061569,,M&M,344.899994,321.101166,
Tata Motors,22/12/11,181.651611,176.402847,,M&M,346.649994,322.730408,
Tata Motors,23/12/11,182.987274,177.699921,,M&M,348.200012,324.173431,
Tata Motors,26/12/11,184.768173,179.429367,,M&M,351.049988,326.826782,
Tata Motors,27/12/11,180.167526,174.961655,,M&M,351.799988,327.525024,
Tata Motors,28/12/11,178.287689,173.136139,,M&M,343.375,319.681396,
Tata Motors,29/12/11,177.248825,172.127289,,M&M,343.299988,319.611542,
Tata Motors,30/12/11,176.803604,171.694931,,M&M,341.524994,317.959015,
Tata Motors,02/01/12,181.997894,176.739136,,M&M,336.924988,313.676422,
Tata Motors,03/01/12,191.891769,186.347137,,M&M,333.25,310.255035,
Tata Motors,04/01/12,199.064835,193.312927,,M&M,319.100006,297.081421,
Tata Motors,05/01/12,199.955276,194.177643,,M&M,324.924988,302.504456,
Tata Motors,06/01/12,201.439362,195.618851,,M&M,328.125,305.483704,
Tata Motors,07/01/12,null,null,,M&M,null,null,
Tata Motors,09/01/12,198.471191,192.73645,,M&M,326.549988,304.017303,
Tata Motors,10/01/12,202.923447,197.060043,,M&M,344.924988,321.12442,
Tata Motors,11/01/12,202.725571,196.867889,,M&M,339.399994,315.980621,
Tata Motors,12/01/12,204.011765,198.116913,,M&M,342.399994,318.773682,
Tata Motors,13/01/12,206.584183,200.615005,,M&M,345.975006,322.101959,
Tata Motors,16/01/12,211.481644,205.370956,,M&M,344.450012,320.68219,
Tata Motors,17/01/12,215.092911,208.877869,,M&M,353,328.642212,
Tata Motors,18/01/12,211.580582,205.467041,,M&M,342.975006,319.309021,
Tata Motors,19/01/12,216.131775,209.886734,,M&M,337.200012,313.932495,
Tata Motors,20/01/12,216.774872,210.511246,,M&M,328.200012,305.553467,
Tata Motors,23/01/12,216.774872,210.511246,,M&M,330.799988,307.974091,
Tata Motors,24/01/12,219.594635,213.249542,,M&M,342.575012,318.936584,
Tata Motors,25/01/12,228.499115,221.896713,,M&M,343.274994,319.588318,
Tata Motors,27/01/12,237.304672,230.447845,,M&M,349.049988,324.964813,
Tata Motors,30/01/12,231.417816,224.731079,,M&M,332.600006,309.649872,
Tata Motors,31/01/12,241.163284,234.194962,,M&M,336.424988,313.210968,
Tata Motors,01/02/12,245.763931,238.662674,,M&M,344.274994,320.519287,
Tata Motors,02/02/12,243.834625,236.789108,,M&M,349.899994,325.756134,
Tata Motors,03/02/12,245.021896,237.942078,,M&M,355.299988,330.783539,
Tata Motors,06/02/12,249.078384,241.881363,,M&M,354.950012,330.457733,
Tata Motors,07/02/12,247.693237,240.53624,,M&M,344.725006,320.938263,
Tata Motors,08/02/12,247.940582,240.776428,,M&M,343.375,319.681396,
Tata Motors,09/02/12,254.569489,247.213806,,M&M,350.274994,326.105286,
Tata Motors,10/02/12,254.618958,247.261841,,M&M,345.524994,321.683044,
Tata Motors,13/02/12,255.558868,248.174606,,M&M,351.700012,327.431915,
Tata Motors,14/02/12,265.106476,257.44635,,M&M,358.5,333.762695,
Tata Motors,15/02/12,284.795288,276.566223,,M&M,367.700012,342.327881,
Tata Motors,16/02/12,272.972107,265.084686,,M&M,362.725006,337.696198,
Tata Motors,17/02/12,271.042786,263.211121,,M&M,374.649994,348.79837,
Tata Motors,21/02/12,268.420929,260.665009,,M&M,379.975006,353.75592,
Tata Motors,22/02/12,265.601166,257.926727,,M&M,370.875,345.283813,
Tata Motors,23/02/12,265.601166,257.926727,,M&M,362.299988,337.300476,
Tata Motors,24/02/12,262.632996,255.044327,,M&M,364.625,339.465057,
Tata Motors,27/02/12,257.191376,249.759933,,M&M,347.825012,323.824341,
Tata Motors,28/02/12,270.449158,262.634644,,M&M,352.100006,327.804352,
Tata Motors,29/02/12,268.074646,260.328735,,M&M,353.825012,329.410339,
Tata Motors,01/03/12,264.364441,256.725708,,M&M,340.825012,317.307373,
Tata Motors,02/03/12,264.809662,257.158081,,M&M,339.924988,316.469421,
Tata Motors,03/03/12,null,null,,M&M,null,null,
Tata Motors,05/03/12,271.240662,263.40329,,M&M,338.075012,314.747131,
Tata Motors,06/03/12,264.166534,256.533539,,M&M,340.225006,316.748749,
Tata Motors,07/03/12,265.106476,257.44635,,M&M,336.875,313.629913,
Tata Motors,09/03/12,277.671692,269.648468,,M&M,338.125,314.79364,
Tata Motors,12/03/12,281.184021,273.059326,,M&M,331.774994,308.881836,
Tata Motors,13/03/12,279.996765,271.906372,,M&M,328.450012,305.786255,
Tata Motors,14/03/12,286.922455,278.631927,,M&M,334.825012,311.721375,
Tata Motors,15/03/12,287.367706,279.064331,,M&M,329.549988,306.810333,
Tata Motors,16/03/12,283.657501,275.461334,,M&M,338.475006,315.119476,
Tata Motors,19/03/12,280.441986,272.338715,,M&M,344.350006,320.589111,
Tata Motors,20/03/12,268.519867,260.761108,,M&M,342.75,319.099487,
Tata Motors,21/03/12,273.169983,265.276825,,M&M,349.450012,325.337219,
Tata Motors,22/03/12,267.233643,259.512054,,M&M,341.799988,318.215027,
Tata Motors,23/03/12,269.806061,262.010132,,M&M,344.375,320.612366,
Tata Motors,26/03/12,265.551697,257.878662,,M&M,340.924988,317.400421,
Tata Motors,27/03/12,269.904999,262.106201,,M&M,343.424988,319.727905,
Tata Motors,28/03/12,268.272522,260.520905,,M&M,341.125,317.586639,
Tata Motors,29/03/12,269.064026,261.28952,,M&M,339.024994,315.631531,
Tata Motors,30/03/12,272.32901,264.460175,,M&M,348.450012,324.406219,
Tata Motors,02/04/12,273.862549,265.949402,,M&M,354.25,329.806,
Tata Motors,03/04/12,278.26532,270.224976,,M&M,353.774994,329.3638,
Tata Motors,04/04/12,275.593964,267.630798,,M&M,349.75,325.616486,
Tata Motors,09/04/12,272.675293,264.796448,,M&M,342.274994,318.657257,
Tata Motors,10/04/12,280.7388,272.626984,,M&M,346.899994,322.963165,
Tata Motors,11/04/12,280.046234,271.954376,,M&M,347.600006,323.614868,
Tata Motors,12/04/12,283.162781,274.980896,,M&M,347.674988,323.684723,
Tata Motors,13/04/12,286.229889,277.959351,,M&M,346.075012,322.195068,
Tata Motors,16/04/12,297.508911,288.912506,,M&M,343.850006,320.123627,
Tata Motors,17/04/12,298.152008,289.537018,,M&M,342.225006,318.610687,
Tata Motors,18/04/12,306.462891,297.607788,,M&M,346.174988,322.288208,
Tata Motors,19/04/12,315.862061,306.735352,,M&M,353.125,328.758636,
Tata Motors,20/04/12,313.289642,304.237274,,M&M,363.325012,338.254761,
Tata Motors,23/04/12,306.462891,297.607788,,M&M,357.524994,332.855042,
Tata Motors,24/04/12,308.540588,299.625427,,M&M,357.975006,333.273987,
Tata Motors,25/04/12,310.618317,301.643127,,M&M,351.875,327.594849,
Tata Motors,26/04/12,308.787933,299.865631,,M&M,351.975006,327.687958,
Tata Motors,27/04/12,309.332092,300.394043,,M&M,356.25,331.667999,
Tata Motors,30/04/12,313.190704,304.141144,,M&M,355.075012,330.574097,
Tata Motors,02/05/12,301.268585,292.563538,,M&M,357.475006,332.808441,
Tata Motors,03/05/12,297.756256,289.15271,,M&M,352.649994,328.316406,
Tata Motors,04/05/12,298.59726,289.969421,,M&M,343.924988,320.193451,
Tata Motors,07/05/12,305.127197,296.310699,,M&M,345.549988,321.706299,
Tata Motors,08/05/12,293.254547,284.781097,,M&M,338.450012,315.096191,
Tata Motors,09/05/12,289.742218,281.370239,,M&M,327.575012,304.971649,
Tata Motors,10/05/12,286.130951,277.863312,,M&M,330.625,307.811157,
Tata Motors,11/05/12,294.342865,285.837921,,M&M,327.575012,304.971649,
Tata Motors,14/05/12,287.516113,279.208435,,M&M,329.125,306.414673,
Tata Motors,15/05/12,287.268768,278.968262,,M&M,328.700012,306.018982,
Tata Motors,16/05/12,266.145325,258.45517,,M&M,328.325012,305.669861,
Tata Motors,17/05/12,268.272522,260.520905,,M&M,318.075012,296.127167,
Tata Motors,18/05/12,257.141907,249.711899,,M&M,321.975006,299.757996,
Tata Motors,21/05/12,259.071198,251.585434,,M&M,323.725006,301.387299,
Tata Motors,22/05/12,262.286713,254.708054,,M&M,319.299988,297.267639,
Tata Motors,23/05/12,258.675446,251.201111,,M&M,321.975006,299.757996,
Tata Motors,24/05/12,264.166534,256.533539,,M&M,325.575012,303.109619,
Tata Motors,25/05/12,266.194794,258.503204,,M&M,319.075012,297.058167,
Tata Motors,28/05/12,273.664673,265.757233,,M&M,327.125,304.552673,
Tata Motors,29/05/12,272.8237,264.940552,,M&M,328.125,305.483704,
Tata Motors,30/05/12,240.470718,233.5224,,M&M,328.600006,305.925903,
Tata Motors,31/05/12,230.527359,223.866364,,M&M,325.850006,303.365631,
Tata Motors,01/06/12,222.167038,215.747604,,M&M,322.424988,300.176971,
Tata Motors,04/06/12,226.421402,219.879044,,M&M,324.549988,302.155334,
Tata Motors,05/06/12,219.297806,212.961288,,M&M,327.375,304.7854,
Tata Motors,06/06/12,231.912506,225.211487,,M&M,337.850006,314.537628,
Tata Motors,07/06/12,233.94075,227.181107,,M&M,343.950012,320.216705,
Tata Motors,08/06/12,236.661575,229.823334,,M&M,343.924988,320.193451,
Tata Motors,11/06/12,233.000839,226.268372,,M&M,340.049988,316.585815,
Tata Motors,12/06/12,240.371765,233.426315,,M&M,347.649994,323.661377,
Tata Motors,13/06/12,234.880676,228.093887,,M&M,341.549988,317.9823,
Tata Motors,14/06/12,224.29422,217.813339,,M&M,340.049988,316.585815,
Tata Motors,15/06/12,237.749893,230.880203,,M&M,348.700012,324.638916,
Tata Motors,18/06/12,235.424835,228.622314,,M&M,345.524994,321.683044,
Tata Motors,19/06/12,235.622711,228.814499,,M&M,347.5,323.521729,
Tata Motors,20/06/12,243.339935,236.308716,,M&M,347.299988,323.335571,
Tata Motors,21/06/12,245.566055,238.470505,,M&M,347.5,323.521729,
Tata Motors,22/06/12,244.477737,237.413651,,M&M,348.700012,324.638916,
Tata Motors,25/06/12,243.58728,236.548935,,M&M,344.674988,320.891663,
Tata Motors,26/06/12,244.08197,237.029312,,M&M,346.924988,322.986389,
Tata Motors,27/06/12,236.661575,229.823334,,M&M,346.075012,322.195068,
Tata Motors,28/06/12,237.799362,230.928253,,M&M,344.825012,321.031372,
Tata Motors,29/06/12,239.877075,232.945938,,M&M,353.450012,329.061249,
Tata Motors,02/07/12,235.424835,228.622314,,M&M,356.875,332.249908,
Tata Motors,03/07/12,235.029083,228.238007,,M&M,358.274994,333.553253,
Tata Motors,04/07/12,233.693405,226.940918,,M&M,359.299988,334.507477,
Tata Motors,05/07/12,237.453079,230.591965,,M&M,361.375,336.439362,
Tata Motors,06/07/12,238.096176,231.216476,,M&M,365.549988,340.326263,
Tata Motors,09/07/12,238.294052,231.408646,,M&M,364.649994,339.488373,
Tata Motors,10/07/12,243.884094,236.837158,,M&M,366.899994,341.583038,
Tata Motors,11/07/12,238.887695,231.985138,,M&M,366.475006,341.187439,
Tata Motors,12/07/12,234.287033,227.517395,,M&M,358.799988,339.837708,
Tata Motors,13/07/12,233.44606,226.700729,,M&M,360.024994,340.998016,
Tata Motors,16/07/12,226.817154,220.263367,,M&M,358.850006,339.885071,
Tata Motors,17/07/12,223.502716,217.044693,,M&M,354.350006,335.622925,
Tata Motors,18/07/12,219.248337,216.751236,,M&M,354.625,335.883392,
Tata Motors,19/07/12,222.414383,219.881241,,M&M,355.125,336.356995,
Tata Motors,20/07/12,221.029236,218.511841,,M&M,351.799988,333.207642,
Tata Motors,23/07/12,213.757233,211.322678,,M&M,346.350006,328.045715,
Tata Motors,24/07/12,213.559357,211.127045,,M&M,343.25,325.109558,
Tata Motors,25/07/12,210.739609,208.339432,,M&M,340.975006,322.954803,
Tata Motors,26/07/12,202.923447,200.612289,,M&M,340.899994,322.883728,
Tata Motors,27/07/12,210.591202,208.192703,,M&M,343.825012,325.654175,
Tata Motors,30/07/12,219.347275,216.84906,,M&M,352.200012,333.586578,
Tata Motors,31/07/12,223.848999,221.2995,,M&M,350.225006,331.715942,
Tata Motors,01/08/12,224.937317,222.375412,,M&M,349.125,330.674072,
Tata Motors,02/08/12,220.33667,217.827179,,M&M,347.700012,329.324371,
Tata Motors,03/08/12,218.60524,216.115463,,M&M,342.700012,324.588623,
Tata Motors,06/08/12,226.619278,224.038223,,M&M,346.549988,328.235168,
Tata Motors,07/08/12,236.265808,233.57489,,M&M,347.75,329.371735,
Tata Motors,08/08/12,238.937164,236.215836,,M&M,361.375,342.276672,
Tata Motors,09/08/12,236.760513,234.063965,,M&M,371.75,352.103333,
Tata Motors,10/08/12,229.48851,226.874786,,M&M,369.325012,349.806549,
Tata Motors,13/08/12,225.827774,223.255737,,M&M,369.899994,350.351074,
Tata Motors,14/08/12,232.506134,229.858032,,M&M,373.549988,353.808167,
Tata Motors,16/08/12,232.95137,230.298203,,M&M,381.5,361.338074,
Tata Motors,17/08/12,237.650955,234.94426,,M&M,383.549988,363.279755,
Tata Motors,21/08/12,243.58728,240.812973,,M&M,392.024994,371.306824,
Tata Motors,22/08/12,245.467117,242.671402,,M&M,391.899994,371.188477,
Tata Motors,23/08/12,242.696838,239.932678,,M&M,385.825012,365.434509,
Tata Motors,24/08/12,243.438873,240.66626,,M&M,381.25,361.101318,
Tata Motors,27/08/12,238.491928,235.77565,,M&M,386.399994,365.979187,
Tata Motors,28/08/12,234.781738,232.107727,,M&M,385.450012,365.079315,
Tata Motors,29/08/12,230.923111,228.29306,,M&M,386.274994,365.860687,
Tata Motors,30/08/12,234.237564,231.569748,,M&M,386.575012,366.144836,
Tata Motors,31/08/12,231.813568,229.173355,,M&M,382.575012,362.356293,
Tata Motors,03/09/12,228.449646,225.847763,,M&M,378.649994,358.638702,
Tata Motors,04/09/12,232.357727,229.711319,,M&M,380.475006,360.367249,
Tata Motors,05/09/12,226.272995,223.695892,,M&M,377.325012,357.383698,
Tata Motors,06/09/12,230.576828,227.950714,,M&M,379.174988,359.135956,
Tata Motors,07/09/12,240.718063,237.976456,,M&M,381.700012,361.527527,
Tata Motors,08/09/12,null,null,,M&M,null,null,
Tata Motors,10/09/12,246.258636,243.453918,,M&M,382.450012,362.237885,
Tata Motors,11/09/12,247.149078,244.334213,,M&M,381.25,361.101318,
Tata Motors,12/09/12,260.45636,257.489929,,M&M,381.075012,360.935547,
Tata Motors,13/09/12,256.647217,253.724167,,M&M,377.450012,357.502136,
Tata Motors,14/09/12,267.431519,264.38562,,M&M,388.524994,367.991791,
Tata Motors,17/09/12,274.901398,271.770447,,M&M,395.5,374.598206,
Tata Motors,18/09/12,270.597565,267.515656,,M&M,398.850006,377.771149,
Tata Motors,20/09/12,268.717743,265.657196,,M&M,392.475006,371.733032,
Tata Motors,21/09/12,272.526886,269.422974,,M&M,404.075012,382.720001,
Tata Motors,24/09/12,270.795441,267.711243,,M&M,418.850006,396.714172,
Tata Motors,25/09/12,266.046387,263.016296,,M&M,423.024994,400.668518,
Tata Motors,26/09/12,260.307922,257.34317,,M&M,423.125,400.763184,
Tata Motors,27/09/12,257.042969,254.115417,,M&M,425.774994,403.273163,
Tata Motors,28/09/12,264.710724,261.695831,,M&M,432.25,409.405975,
Tata Motors,01/10/12,271.784821,268.689392,,M&M,431.725006,408.908722,
Tata Motors,03/10/12,270.597565,267.515656,,M&M,434.924988,411.939606,
Tata Motors,04/10/12,271.389069,268.298096,,M&M,429.524994,406.824951,
Tata Motors,05/10/12,277.572754,274.411377,,M&M,434.524994,411.56076,
Tata Motors,08/10/12,269.558716,266.488617,,M&M,432.200012,409.358673,
Tata Motors,09/10/12,266.837891,263.798767,,M&M,433.850006,410.921448,
Tata Motors,10/10/12,264.611786,261.598022,,M&M,426.274994,403.746735,
Tata Motors,11/10/12,270.894379,267.809082,,M&M,425.524994,403.036346,
Tata Motors,12/10/12,268.37146,265.31488,,M&M,427.200012,404.622894,
Tata Motors,15/10/12,266.541077,263.505341,,M&M,428.700012,406.043579,
Tata Motors,16/10/12,259.516418,256.560699,,M&M,413,391.173309,
Tata Motors,17/10/12,262.088837,259.103821,,M&M,413.100006,391.268036,
Tata Motors,18/10/12,267.38205,264.336731,,M&M,418.274994,396.169556,
Tata Motors,19/10/12,266.145325,263.114075,,M&M,411.700012,389.942017,
Tata Motors,22/10/12,264.216003,261.206757,,M&M,417.200012,395.151367,
Tata Motors,23/10/12,261.792023,258.810394,,M&M,413.899994,392.025757,
Tata Motors,25/10/12,258.47757,255.533661,,M&M,428.774994,406.114624,
Tata Motors,29/10/12,254.02533,251.132141,,M&M,444.024994,420.558655,
Tata Motors,30/10/12,245.021896,242.231247,,M&M,436.899994,413.810242,
Tata Motors,31/10/12,252.046555,249.175903,,M&M,442.125,418.759125,
Tata Motors,01/11/12,264.611786,261.598022,,M&M,449.450012,425.696991,
Tata Motors,02/11/12,267.184174,264.141113,,M&M,458.799988,434.552856,
Tata Motors,05/11/12,266.936829,263.896606,,M&M,454.950012,430.906342,
Tata Motors,06/11/12,264.117065,261.108948,,M&M,457.200012,433.037415,
Tata Motors,07/11/12,266.491608,263.456451,,M&M,458.549988,434.316071,
Tata Motors,08/11/12,280.936676,277.737,,M&M,456.350006,432.2323,
Tata Motors,09/11/12,277.622223,274.460266,,M&M,455.149994,431.095764,
Tata Motors,11/11/12,null,null,,M&M,null,null,
Tata Motors,12/11/12,277.77063,274.606995,,M&M,453.174988,429.225098,
Tata Motors,15/11/12,269.36084,266.292999,,M&M,450.799988,426.975647,
Tata Motors,16/11/12,262.187775,259.201599,,M&M,447.225006,423.589569,
Tata Motors,19/11/12,261.297333,258.32132,,M&M,454.399994,430.385376,
Tata Motors,20/11/12,263.276093,260.277527,,M&M,469.174988,444.379517,
Tata Motors,21/11/12,262.682465,259.690704,,M&M,471.424988,446.51062,
Tata Motors,22/11/12,256.004089,253.088364,,M&M,477.149994,451.933075,
Tata Motors,23/11/12,257.735535,254.800095,,M&M,477.075012,451.86203,
Tata Motors,26/11/12,260.40686,257.44101,,M&M,461,436.636597,
Tata Motors,27/11/12,263.820251,260.815521,,M&M,464.325012,439.785858,
Tata Motors,29/11/12,275.495026,272.35733,,M&M,466.625,441.964264,
Tata Motors,30/11/12,270.548096,267.466736,,M&M,472.424988,447.457764,
Tata Motors,03/12/12,269.212433,266.146301,,M&M,477.850006,452.5961,
Tata Motors,04/12/12,268.668274,265.608307,,M&M,469.475006,444.663696,
Tata Motors,05/12/12,272.032196,268.933929,,M&M,465.049988,440.472504,
Tata Motors,06/12/12,277.869568,274.704803,,M&M,465,440.425171,
Tata Motors,07/12/12,278.908417,275.731812,,M&M,468.424988,443.669098,
Tata Motors,10/12/12,276.979126,273.824524,,M&M,464.225006,439.691132,
Tata Motors,11/12/12,275.148743,272.014984,,M&M,463.975006,439.454376,
Tata Motors,12/12/12,273.565735,270.450012,,M&M,474.200012,449.139008,
Tata Motors,13/12/12,284.844757,281.600586,,M&M,470.424988,445.563446,
Tata Motors,14/12/12,289.000183,285.708649,,M&M,474.950012,449.849304,
Tata Motors,17/12/12,290.929504,287.615997,,M&M,478.575012,453.282715,
Tata Motors,18/12/12,295.183868,291.82193,,M&M,482.149994,456.668854,
Tata Motors,19/12/12,304.4841,301.016235,,M&M,483.975006,458.397369,
Tata Motors,20/12/12,301.664337,298.228577,,M&M,475.850006,450.701752,
Tata Motors,21/12/12,296.222717,292.848907,,M&M,468.774994,444.000671,
Tata Motors,24/12/12,303.692596,300.233734,,M&M,468.325012,443.574463,
Tata Motors,26/12/12,302.851624,299.402374,,M&M,472.424988,447.457764,
Tata Motors,27/12/12,305.918701,302.434479,,M&M,465.5,440.898743,
Tata Motors,28/12/12,306.759705,303.26593,,M&M,462.225006,437.796844,
Tata Motors,31/12/12,309.332092,305.809021,,M&M,465,440.425171,
Tata Motors,01/01/13,313.38858,309.819305,,M&M,470.625,445.752869,
Tata Motors,02/01/13,314.625336,311.041992,,M&M,468.575012,443.811249,
Tata Motors,03/01/13,314.724274,311.139771,,M&M,467.399994,442.698364,
Tata Motors,04/01/13,312.052917,308.49884,,M&M,470.024994,445.18457,
Tata Motors,07/01/13,309.925751,306.395874,,M&M,475.274994,450.157135,
Tata Motors,08/01/13,310.816193,307.276215,,M&M,478.899994,453.590607,
Tata Motors,09/01/13,323.876099,320.187378,,M&M,482.649994,457.142395,
Tata Motors,10/01/13,330.158722,326.398438,,M&M,480.100006,454.727203,
Tata Motors,11/01/13,326.893738,323.170624,,M&M,470.625,445.752869,
